Registreringsland /Skattemæssigt hjemsted;ISIN-kode;Navn ;LEI kode;ASIDENT;CVR/SE/TIN;Navn  ;Første registreringsår
Luxembourg (LU);LU2023678878;Lyxor MSCI Digital Economy ESG Filtered (DR) UCITS ETF - Acc;549300628R8CYYOL0Q97;;2006.45.00741;Lyxor Index Fund;2021
Luxembourg (LU);LU2023678282;Lyxor MSCI Disruptive Technology ESG Filtered (DR) UCITS ETF - Acc;549300E2AJ0GE7K7JM38;;2006.45.00741;Lyxor Index Fund;2021
Luxembourg (LU);LU1900066462;Lyxor MSCI Eastern Europe Ex Russia UCITS ETF - Acc;54930028HR0TZ8KNC732;;2006.45.00253;Multi Units Luxembourg;2021
Luxembourg (LU);LU1781541849;Lyxor MSCI EM Asia UCITS ETF - Acc;549300LHBNS3XGO5KE93;;2006.45.00253;Multi Units Luxembourg;2021
Luxembourg (LU);LU2056738144;Lyxor MSCI EM Climate Change UCITS ETF - Acc;549300D9U4AYZLXEWE03;;2006.45.00253;Multi Units Luxembourg;2021
Luxembourg (LU);LU1769088581;Lyxor MSCI EM ESG Trend Leaders UCITS ETF - Acc;5493007ZZ1WTXRWHKT84;;2006.45.00253;Multi Units Luxembourg;2021
Luxembourg (LU);LU1900066629;Lyxor MSCI EM Latin America UCITS ETF - Acc;5493006362EDSQ6R5E97;;2006.45.00253;Multi Units Luxembourg;2021
Luxembourg (LU);LU2009202107;Lyxor MSCI Emerging Markets Ex China UCITS ETF - Acc;54930057GPC45FBFHH48;;2006.45.00253;Multi Units Luxembourg;2021
Luxembourg (LU);LU1792117340;Lyxor MSCI EMU ESG Trend Leaders (DR) UCITS ETF - Acc;5493007WGJQ8SYFR5249;;2006.45.00253;Multi Units Luxembourg;2021
Luxembourg (LU);LU1598689153;Lyxor MSCI EMU Small Cap (DR) UCITS ETF - Dist;54930090K3ABLGY3UZ21;;2006.45.00741;Lyxor Index Fund;2021
Luxembourg (LU);LU1598690169;Lyxor MSCI EMU Value (DR) UCITS ETF - Dist;549300WXXSIJYC53TL33;;2006.45.00741;Lyxor Index Fund;2021
France (FR);FR0010261198;Lyxor MSCI Europe (DR) UCITS ETF - Dist;969500MJN6FTOLDL5J41;;441.298.163;Multi Units France;2021
Luxembourg (LU);LU2056738490;Lyxor MSCI Europe Climate Change (DR) UCITS ETF - Acc;5493005U8VB8WI2D3X04;;2006.45.00253;Multi Units Luxembourg;2021
Luxembourg (LU);LU1940199711;Lyxor MSCI Europe ESG Leaders (DR) UCITS ETF - Acc;5493003TSM6WSACG3290;;2006.45.00253;Multi Units Luxembourg;2021
Luxembourg (LU);LU2023679090;Lyxor MSCI Future Mobility ESG Filtered (DR) UCITS ETF - Acc;549300ESOA4DFAOGB895;;2006.45.00741;Lyxor Index Fund;2021
France (FR);FR0010405431;Lyxor MSCI Greece UCITS ETF - Dist;969500HN9DKX68YBV617;;441.298.163;Multi Units France;2021
France (FR);FR0010361683;Lyxor MSCI India UCITS ETF - Acc (EUR);969500WYP3K47TLLD445;;441.298.163;Multi Units France;2021
Luxembourg (LU);LU1900066975;Lyxor MSCI Korea UCITS ETF - Acc;549300PCOGU9VB10FI42;;2006.45.00253;Multi Units Luxembourg;2021
Luxembourg (LU);LU2023678449;Lyxor MSCI Millennials ESG Filtered (DR) UCITS ETF - Acc;549300TZDKB0R8T6JN58;;2006.45.00741;Lyxor Index Fund;2021
Luxembourg (LU);LU1923627092;Lyxor MSCI Russia UCITS ETF - Acc;549300CU4ECYP6QX1N55;;2006.45.00253;Multi Units Luxembourg;2021
Luxembourg (LU);LU1923627092;Lyxor MSCI Russia UCITS ETF - Acc;549300CU4ECYP6QX1N55;;2006.45.00253;Multi Units Luxembourg;2021
Luxembourg (LU);LU2023679256;Lyxor MSCI Smart Cities ESG Filtered (DR) UCITS ETF - Acc;549300VZKSEAWYCHT149;;2006.45.00741;Lyxor Index Fund;2021
Luxembourg (LU);LU1900067601;Lyxor MSCI Turkey UCITS ETF - Acc;549300DK7FKWK3HAW576;;2006.45.00253;Multi Units Luxembourg;2021
Luxembourg (LU);LU2055175025;Lyxor MSCI USA Climate Change UCITS ETF - Acc;549300XCGQROVUWQZ809;;2006.45.00253;Multi Units Luxembourg;2021
Luxembourg (LU);LU1792117696;Lyxor MSCI USA ESG Trend Leaders (DR) UCITS ETF - Acc;549300ZNVJ9T5G0KW774;;2006.45.00253;Multi Units Luxembourg;2021
France (FR);FR0010296061;Lyxor MSCI USA UCITS ETF - Dist;695000MFVWPCP0JUA77;;441,298,163;Multi Units France;2021
Luxembourg (LU);LU2056739464;Lyxor MSCI World Climate Change (DR) UCITS ETF - Acc;549300FOPNBBN5MMKM82;;2006.45.00253;Multi Units Luxembourg;2021
Luxembourg (LU);LU0533032420;Lyxor MSCI World Energy TR UCITS ETF - Acc (EUR);549300DSSKCFUMI0AI35;;2006.45.00253;Multi Units Luxembourg;2021
Luxembourg (LU);LU1792117779;Lyxor MSCI World ESG Trend Leaders (DR) UCITS ETF - Acc;5493000SXC4CP0ET2K74;;2006.45.00253;Multi Units Luxembourg;2021
Luxembourg (LU);LU0533033238;Lyxor MSCI World Health Care TR UCITS ETF - Acc (EUR);54930065VF42XTMP1X38;;2006.45.00253;Multi Units Luxembourg;2021
Luxembourg (LU);LU0533033667;Lyxor MSCI World Information Technology TR UCITS ETF - Acc (EUR);549300G98QH2QEP4RG70;;2006.45.00253;Multi Units Luxembourg;2021
France (FR);FR0010315770;Lyxor MSCI World UCITS ETF - Dist;9695004S2YZ3JVO94R93;;441.298.163;Multi Units France;2021
Luxembourg (LU);LU1829221024;Lyxor Nasdaq-100 UCITS ETF - Acc;549300WKBSXK32O2GT62;;2006.45.00253;Multi Units Luxembourg;2021
France (FR);FR0010524777;Lyxor New Energy (DR) UCITS ETF - Dist;9695008U0BHDZBWYFV02;;441.298.163;Multi Units France;2021
France (FR);FR0010524777;Lyxor New Energy UCITS ETF;9695008U0BHDZBWYFV02;;441.298.163;Lyxor New Energy UCITS ETF;2020
Luxembourg (LU);LU1838002480;Lyxor Robotics & AI UCITS ETF - Acc;549300UVHJRXKGVW4S52;;2006.45.00741;Lyxor Index Fund;2021
Luxembourg (LU);LU1327051279;Lyxor S&P 500 Daily (-2x) Inverse UCITS ETF - Acc;549300NS4D0CP2XTUD40;;2006.45.00253;Multi Units Luxembourg;2021
Luxembourg (LU);LU2198883410;Lyxor S&P 500 Paris-Aligned Climate (EU PAB) (DR) UCITS ETF - Acc;549300WRYXK65DHCAU26;;2006.45.00253;Multi Units Luxembourg;2021
Luxembourg (LU);LU0959211243;Lyxor S&P 500 UCITS ETF - Daily Hedged to EUR - Dist;549300JWBW5ZYYLO6033;;2006.45.00253;Multi Units Luxembourg;2021
Luxembourg (LU);LU0496786574;Lyxor S&P 500 UCITS ETF - Dist (EUR);549300JWBW5ZYYLO6033;;2006.45.00253;Multi Units Luxembourg;2021
Luxembourg (LU);LU0496786657;Lyxor S&P 500 UCITS ETF - Dist (USD);549300JWBW5ZYYLO6033;;2006.45.00253;Multi Units Luxembourg;2021
Luxembourg (LU);LU2198884491;Lyxor S&P Europe Paris-Aligned Climate (EU PAB) (DR) UCITS ETF - Acc;549300ZEQXL0Z5VWDJ60;;2006.45.00253;Multi Units Luxembourg;2021
Luxembourg (LU);LU2195226068;Lyxor S&P Eurozone Paris-Aligned Climate (EU PAB) (DR) UCITS ETF - Acc;549300S2QFMA0J61VE20;;2006.45.00253;Multi Units Luxembourg;2021
Luxembourg (LU);LU2198882362;Lyxor S&P Global Developed Paris-Aligned Climate (EU PAB) (DR) UCITS ETF - Acc;549300NMQMC1S9MLYP26;;2006.45.00253;Multi Units Luxembourg;2021
Luxembourg (LU);LU0959210278;Lyxor SG European Quality Income NTR UCITS ETF - Dist;549300JDVXJULA4ZPW45;;2006.45.00253;Multi Units Luxembourg;2021
Luxembourg (LU);LU0832436512;Lyxor SG Global Quality Income NTR UCITS ETF - Dist;5493000NMO32U8YQA796;;2006.45.00253;Multi Units Luxembourg;2021
Luxembourg (LU);LU1834983477;Lyxor STOXX Europe 600 Banks UCITS ETF - Acc;549300J1C0QZZCWL1X44;;2006.45.00741;Lyxor Index Fund;2021
Luxembourg (LU);LU1834983550;Lyxor STOXX Europe 600 Basic Resources UCITS ETF - Acc;5493006WGXE0T4SLA754;;2006.45.00741;Lyxor Index Fund;2021
Luxembourg (LU);LU1834985845;Lyxor STOXX Europe 600 Food & Beverage UCITS ETF - Acc;549300I1BYU7OUGMO555;;2006.45.00741;Lyxor Index Fund;2021
Luxembourg (LU);LU1834986900;Lyxor STOXX Europe 600 Healthcare UCITS ETF - Acc;549300PIEKDU0YN6UJ34;;2006.45.00741;Lyxor Index Fund;2021
Luxembourg (LU);LU1834988278;Lyxor STOXX Europe 600 Oil & Gas UCITS ETF - Acc;549300P37KBDZNR2WR39;;2006.45.00741;Lyxor Index Fund;2021
Luxembourg (LU);LU1812091194;Lyxor STOXX Europe 600 Real Estate UCITS ETF - Dist;5493003XTP23VKUKKJ44;;2006.45.00741;Lyxor Index Fund;2021
Luxembourg (LU);LU1834988518;Lyxor STOXX Europe 600 Technology UCITS ETF - Acc;549300WCDHQ4HXZR7564;;2006.45.00741;Lyxor Index Fund;2021
France (FR);LU1834988609;Lyxor STOXX Europe 600 Telecommunications UCITS ETF - Acc;549300FE8VU4GJRGNV51;;2006.45.00741;Lyxor Index Fund;2021
Luxembourg (LU);LU1834988864;Lyxor STOXX Europe 600 Utilities UCITS ETF - Acc;549300YXU47QGD6SP424;;2006.45.00741;Lyxor Index Fund;2021
France (FR);FR0010527275;Lyxor World Water (DR) UCITS ETF - Dist;9695004Y3YNBCRB45L58;;441.298.163;Multi Units France;2021
France (FR);FR0010527275;Lyxor World Water UCITS ETF;9695004Y3YNBCRB45L58;;441.298.163;Lyxor World Water UCITS ETF;2020
Denmark (DK);udstedt uden;Merchant Equity Infrastructure IV A/S;;;42232653;Merchant Equity Infrastructure IV A/S;2022
Ireland (IE);IE00BMYPCM06;Montanaro Better World Fund EUR Acc;635400INKQVF8Y5I5P87;;6350162J;Montanaro Better World Fund;2022
Ireland (IE);IE00BYWFFB63;Montanaro Better World Fund EUR Distribution;635400INKQVF8Y5I5P87;;6350162J;Montanaro Better World Fund;2022
Ireland (IE);IE00BYWFFF02;Montanaro Better World Fund GBP Distribution;635400INKQVF8Y5I5P87;;6350162J;Montanaro Better World Fund;2022
Ireland (IE);IE00BK5CVW95;Montanaro Better World Fund SEK Inst Accumulation;635400INKQVF8Y5I5P87;;6350162J;Montanaro Better World Fund;2022
Luxembourg (LU);LU0514695690;MSCI China ETF;549300OZ47J75ZDOA820;;;Xtrackers**;2021
Ireland (IE);IE00BG370F43;MSCI Emerging Markets ESG UCITS ETF;54930068DSSGNFYYVR85;;6413802R;XTRACKERS (IE) PLC;2021
Luxembourg (LU);LU0322253906;MSCI Europe Small Cap UCITS ETF;5493001NKFFQ8J34H446;;;Xtrackers**;2021
Luxembourg (LU);LU0274209237;MSCI Europe UCITS ETF;549300QWP0OM04U4LX10;;;Xtrackers**;2021
Ireland (IE);IE00B9MRHC27;MSCI Nordic UCITS ETF;5493007KGDIVBDEQHM64;;6413802R;XTRACKERS (IE) PLC;2021
Ireland (IE);IE00BDVPTJ63;MSCI USA Banks UCITS ETF;254900P9QIPJGCJR6N80;;6413802R;XTRACKERS (IE) PLC;2021
Ireland (IE);IE00BCHWNT26;MSCI USA Financials UCITS ETF;549300M68RNPQMXLBB25;;6413802R;XTRACKERS (IE) PLC;2021
Luxembourg (LU);LU1781541096;MULTI UNITS LUXEMBOURG - Lyxor Core Morningstar UK NT (DR) UCITS ETF;549300BE5B4RCRVVUC15;;2006.45.00253;MULTI UNITS LUXEMBOURG - Lyxor Core Morningstar UK NT (DR) UCITS ETF;2020
Luxembourg (LU);LU1781540957;MULTI UNITS LUXEMBOURG - Lyxor Core Morningstar US (DR) UCITS ETF;549300RZJ2H1A5HDGV55;;2006.45.00253;MULTI UNITS LUXEMBOURG - Lyxor Core Morningstar US (DR) UCITS ETF;2020
Luxembourg (LU);LU1646360971;MULTI UNITS LUXEMBOURG - Lyxor Core MSCI EMU (DR) UCITS ETF;549300FMBJ5S1PXQ2305;;2006.45.00253;MULTI UNITS LUXEMBOURG - Lyxor Core MSCI EMU (DR) UCITS ETF;2020
Luxembourg (LU);LU1646361276;MULTI UNITS Luxembourg - Lyxor Core MSCI EMU (DR) UCITS ETF;549300FMBJ5S1PXQ2305;;2008.45.01825;Lyxor International Asset Management;2022
Luxembourg (LU);LU1781541682;MULTI UNITS LUXEMBOURG - Lyxor Core MSCI Japan (DR) UCITS ETF -  Daily Hedged to GBP - Acc;549300BWD7VLI7YELG10;;2006.45.00253;MULTI UNITS LUXEMBOURG - Lyxor Core MSCI Japan (DR) UCITS ETF;2020
Luxembourg (LU);LU1781541252;MULTI UNITS LUXEMBOURG - Lyxor Core MSCI Japan (DR) UCITS ETF - Acc;549300BWD7VLI7YELG10;;2006.45.00253;MULTI UNITS LUXEMBOURG - Lyxor Core MSCI Japan (DR) UCITS ETF;2020
Luxembourg (LU);LU1781541179;MULTI UNITS LUXEMBOURG - Lyxor Core MSCI World (DR) UCITS ETF;549300QB128BFB840071;;2006.45.00253;MULTI UNITS LUXEMBOURG - Lyxor Core MSCI World (DR) UCITS ETF;2020
Luxembourg (LU);LU1792117340;MULTI UNITS LUXEMBOURG - Lyxor MSCI EMU ESG Trend Leaders (DR) UCITS ETF;5493007WGJQ8SYFR5249;;2006.45.00253;MULTI UNITS LUXEMBOURG - Lyxor MSCI EMU ESG Trend Leaders (DR) UCITS ETF;2020
Luxembourg (LU);LU1940199711;MULTI UNITS LUXEMBOURG - Lyxor MSCI Europe ESG Leaders (DR) UCITS ETF;5493003TSM6WSACG3290;;2006.45.00253;MULTI UNITS LUXEMBOURG - Lyxor MSCI Europe ESG Leaders (DR) UCITS ETF;2020
Luxembourg (LU);LU1792117696;MULTI UNITS LUXEMBOURG - Lyxor MSCI USA ESG Trend Leaders (DR) UCITS ETF;549300ZNVJ9T5G0KW774;;2006.45.00253;MULTI UNITS LUXEMBOURG - Lyxor MSCI USA ESG Trend Leaders (DR) UCITS ETF;2020
Luxembourg (LU);LU1792117779;MULTI UNITS LUXEMBOURG - Lyxor MSCI World ESG Trend Leaders (DR) UCITS ETF;5493000SXC4CP0ET2K74;;2006.45.00253;MULTI UNITS LUXEMBOURG - Lyxor MSCI World ESG Trend Leaders (DR) UCITS ETF;2020
Luxembourg (LU);LU1649332530;"Multicooperation SICAV - Julius Baer Equity Next Generation	CHF	Ah";549300FC83P1GEFD9B93;;;Multicooperation SICAV;2020
Luxembourg (LU);LU1649332969;"Multicooperation SICAV - Julius Baer Equity Next Generation	CHF	Bh";549300FC83P1GEFD9B93;;;Multicooperation SICAV;2020
Luxembourg (LU);LU1649333348;"Multicooperation SICAV - Julius Baer Equity Next Generation	CHF	Ch";549300FC83P1GEFD9B93;;;Multicooperation SICAV;2020
Luxembourg (LU);LU1687713633;"Multicooperation SICAV - Julius Baer Equity Next Generation	CHF	Ka";549300FC83P1GEFD9B93;;;Multicooperation SICAV;2020
Luxembourg (LU);LU1649334072;"Multicooperation SICAV - Julius Baer Equity Next Generation	CHF	Kh";549300FC83P1GEFD9B93;;;Multicooperation SICAV;2020
Luxembourg (LU);LU1649332704;"Multicooperation SICAV - Julius Baer Equity Next Generation	EUR	Ah";549300FC83P1GEFD9B93;;;Multicooperation SICAV;2020
Luxembourg (LU);LU1649333181;"Multicooperation SICAV - Julius Baer Equity Next Generation	EUR	Bh";549300FC83P1GEFD9B93;;;Multicooperation SICAV;2020
Luxembourg (LU);LU1649333777;"Multicooperation SICAV - Julius Baer Equity Next Generation	EUR	Ch";549300FC83P1GEFD9B93;;;Multicooperation SICAV;2020
Luxembourg (LU);LU1687713559;"Multicooperation SICAV - Julius Baer Equity Next Generation	EUR	Ka";549300FC83P1GEFD9B93;;;Multicooperation SICAV;2020
Luxembourg (LU);LU1649334239;"Multicooperation SICAV - Julius Baer Equity Next Generation	EUR	Kh";549300FC83P1GEFD9B93;;;Multicooperation SICAV;2020
Luxembourg (LU);LU1870219364;"Multicooperation SICAV - Julius Baer Equity Next Generation	GBP	Ka";549300FC83P1GEFD9B93;;;Multicooperation SICAV;2020
Luxembourg (LU);LU1728555472;"Multicooperation SICAV - Julius Baer Equity Next Generation	SGD	Bh";549300FC83P1GEFD9B93;;;Multicooperation SICAV;2020
Luxembourg (LU);LU1649332456;"Multicooperation SICAV - Julius Baer Equity Next Generation	USD	A";549300FC83P1GEFD9B93;;;Multicooperation SICAV;2020
Luxembourg (LU);LU1649332886;"Multicooperation SICAV - Julius Baer Equity Next Generation	USD	B";549300FC83P1GEFD9B93;;;Multicooperation SICAV;2020
Luxembourg (LU);LU1649333264;"Multicooperation SICAV - Julius Baer Equity Next Generation	USD	C";549300FC83P1GEFD9B93;;;Multicooperation SICAV;2020
Luxembourg (LU);LU1649333934;"Multicooperation SICAV - Julius Baer Equity Next Generation	USD	K";549300FC83P1GEFD9B93;;;Multicooperation SICAV;2020
Luxembourg (LU);LU1649334312;"Multicooperation SICAV - Julius Baer Equity Next Generation	USD	Ka";549300FC83P1GEFD9B93;;;Multicooperation SICAV;2020
Luxembourg (LU);LU1649334403;"Multicooperation SICAV - Julius Baer Equity Next Generation	USD	N";549300FC83P1GEFD9B93;;;Multicooperation SICAV;2020
Luxembourg (LU);LU1649334668;"Multicooperation SICAV - Julius Baer Equity Next Generation	USD	Na";549300FC83P1GEFD9B93;;;Multicooperation SICAV;2020
Luxembourg (LU);LU1649334825;"Multicooperation SICAV - Julius Baer Equity Next Generation	USD	Z";549300FC83P1GEFD9B93;;;Multicooperation SICAV;2020
Luxembourg (LU);LU0912194254;"Multicooperation SICAV Julius Baer Julius Baer Global Excellence Equity EUR
Capitalisation";549300U71NPUORWI6U91;;;Multicooperation SICAV;2022
Luxembourg (LU);LU1692981654;Multicooperation SICAV Julius Baer Julius Baer Global Excellence Equity USD Distribution;549300U71NPUORWI6U91;;;Multicooperation SICAV;2022
Ireland (IE);IE00BL5BFR67;Neuberger Berman;;;;Neuberger Berman Investment Funds Plc;2022
Luxembourg (LU);LU0255614140;Nordea 1 - Asia ex Japan Equity Fund - AP - EUR;549300H93PG75WKUHX51;;1989 45 00 886;Nordea 1 - Asia ex Japan Equity Fund;2022
Luxembourg (LU);LU0255615113;Nordea 1 - Asia ex Japan Equity Fund - AP - SEK;549300H93PG75WKUHX51;;1989 45 00 886;Nordea 1 - Asia ex Japan Equity Fund;2022
Luxembourg (LU);LU0255613761;Nordea 1 - Asia ex Japan Equity Fund - AP - USD;549300H93PG75WKUHX51;;1989 45 00 886;Nordea 1 - Asia ex Japan Equity Fund;2022
Luxembourg (LU);LU2265510003;Nordea 1 - Asia ex Japan Equity Fund - BC - EUR;549300H93PG75WKUHX51;;1989 45 00 886;Nordea 1 - Asia ex Japan Equity Fund;2022
Luxembourg (LU);LU0841529943;Nordea 1 - Asia ex Japan Equity Fund - BC - USD;549300H93PG75WKUHX51;;1989 45 00 886;Nordea 1 - Asia ex Japan Equity Fund;2022
Luxembourg (LU);LU0772948997;Nordea 1 - Asia ex Japan Equity Fund - BI - EUR;549300H93PG75WKUHX51;;1989 45 00 886;Nordea 1 - Asia ex Japan Equity Fund;2022
Luxembourg (LU);LU0994679164;Nordea 1 - Asia ex Japan Equity Fund - BI - NOK;549300H93PG75WKUHX51;;1989 45 00 886;Nordea 1 - Asia ex Japan Equity Fund;2022
Luxembourg (LU);LU0229519714;Nordea 1 - Asia ex Japan Equity Fund - BI - USD;549300H93PG75WKUHX51;;1989 45 00 886;Nordea 1 - Asia ex Japan Equity Fund;2022
Luxembourg (LU);LU0173782102;Nordea 1 - Asia ex Japan Equity Fund - BP - EUR;549300H93PG75WKUHX51;;1989 45 00 886;Nordea 1 - Asia ex Japan Equity Fund;2022
Luxembourg (LU);LU0174358928;Nordea 1 - Asia ex Japan Equity Fund - BP - NOK;549300H93PG75WKUHX51;;1989 45 00 886;Nordea 1 - Asia ex Japan Equity Fund;2022
Luxembourg (LU);LU0174359496;Nordea 1 - Asia ex Japan Equity Fund - BP - SEK;549300H93PG75WKUHX51;;1989 45 00 886;Nordea 1 - Asia ex Japan Equity Fund;2022
Luxembourg (LU);LU0064675985;Nordea 1 - Asia ex Japan Equity Fund - BP - USD;549300H93PG75WKUHX51;;1989 45 00 886;Nordea 1 - Asia ex Japan Equity Fund;2022
Luxembourg (LU);LU0173768887;Nordea 1 - Asia ex Japan Equity Fund - E - EUR;549300H93PG75WKUHX51;;1989 45 00 886;Nordea 1 - Asia ex Japan Equity Fund;2022
Luxembourg (LU);LU0533596127;Nordea 1 - Asia ex Japan Equity Fund - E - PLN;549300H93PG75WKUHX51;;1989 45 00 886;Nordea 1 - Asia ex Japan Equity Fund;2022
Luxembourg (LU);LU0173768614;Nordea 1 - Asia ex Japan Equity Fund - E - USD;549300H93PG75WKUHX51;;1989 45 00 886;Nordea 1 - Asia ex Japan Equity Fund;2022
Luxembourg (LU);LU0533596556;Nordea 1 - Asia ex Japan Equity Fund - HE - PLN;549300H93PG75WKUHX51;;1989 45 00 886;Nordea 1 - Asia ex Japan Equity Fund;2022
Luxembourg (LU);LU2262089761;Nordea 1 - Asian Stars Equity Fund - BC - EUR;5493002RWJY1XFZG8U38;;1989 45 00 886;Nordea 1 - Asian Stars Equity Fund;2022
Luxembourg (LU);LU2262089845;Nordea 1 - Asian Stars Equity Fund - BC - USD;5493002RWJY1XFZG8U38;;1989 45 00 886;Nordea 1 - Asian Stars Equity Fund;2022
Luxembourg (LU);LU2293904814;Nordea 1 - Asian Stars Equity Fund - BF - EUR;5493002RWJY1XFZG8U38;;1989 45 00 886;Nordea 1 - Asian Stars Equity Fund;2022
Luxembourg (LU);LU2152928433;Nordea 1 - Asian Stars Equity Fund - BI - EUR;5493002RWJY1XFZG8U38;;1989 45 00 886;Nordea 1 - Asian Stars Equity Fund;2022
Luxembourg (LU);LU2152928607;Nordea 1 - Asian Stars Equity Fund - BI - USD;5493002RWJY1XFZG8U38;;1989 45 00 886;Nordea 1 - Asian Stars Equity Fund;2022
Luxembourg (LU);LU2152927542;Nordea 1 - Asian Stars Equity Fund - BP - EUR;5493002RWJY1XFZG8U38;;1989 45 00 886;Nordea 1 - Asian Stars Equity Fund;2022
Luxembourg (LU);LU2206517380;Nordea 1 - Asian Stars Equity Fund - BP - SEK;5493002RWJY1XFZG8U38;;1989 45 00 886;Nordea 1 - Asian Stars Equity Fund;2022
Luxembourg (LU);LU2152927971;Nordea 1 - Asian Stars Equity Fund - BP - USD;5493002RWJY1XFZG8U38;;1989 45 00 886;Nordea 1 - Asian Stars Equity Fund;2022
Luxembourg (LU);LU2206500576;Nordea 1 - Asian Stars Equity Fund - BQ - SEK;5493002RWJY1XFZG8U38;;1989 45 00 886;Nordea 1 - Asian Stars Equity Fund;2022
Luxembourg (LU);LU2152929753;Nordea 1 - Asian Stars Equity Fund - E - EUR;5493002RWJY1XFZG8U38;;1989 45 00 886;Nordea 1 - Asian Stars Equity Fund;2022
Luxembourg (LU);LU2152929910;Nordea 1 - Asian Stars Equity Fund - E - USD;5493002RWJY1XFZG8U38;;1989 45 00 886;Nordea 1 - Asian Stars Equity Fund;2022
Luxembourg (LU);LU0982394214;Nordea 1 - Chinese Equity Fund - BC - EUR;549300GQXITIWOH3T895;;1989 45 00 886;Nordea 1 - Chinese Equity Fund;2022
Luxembourg (LU);LU2262270759;Nordea 1 - Chinese Equity Fund - BC - USD;549300GQXITIWOH3T895;;1989 45 00 886;Nordea 1 - Chinese Equity Fund;2022
Luxembourg (LU);LU2262089928;Nordea 1 - Chinese Equity Fund - BI - EUR;549300GQXITIWOH3T895;;1989 45 00 886;Nordea 1 - Chinese Equity Fund;2022
Luxembourg (LU);LU2254190437;Nordea 1 - Chinese Equity Fund - BI - USD;549300GQXITIWOH3T895;;1989 45 00 886;Nordea 1 - Chinese Equity Fund;2022
Luxembourg (LU);LU0975278499;Nordea 1 - Chinese Equity Fund - BP - EUR;549300GQXITIWOH3T895;;1989 45 00 886;Nordea 1 - Chinese Equity Fund;2022
Luxembourg (LU);LU0975278572;Nordea 1 - Chinese Equity Fund - BP - USD;549300GQXITIWOH3T895;;1989 45 00 886;Nordea 1 - Chinese Equity Fund;2022
Luxembourg (LU);LU0975277921;Nordea 1 - Chinese Equity Fund - E - EUR;549300GQXITIWOH3T895;;1989 45 00 886;Nordea 1 - Chinese Equity Fund;2022
Luxembourg (LU);LU0975278069;Nordea 1 - Chinese Equity Fund - E - USD;549300GQXITIWOH3T895;;1989 45 00 886;Nordea 1 - Chinese Equity Fund;2022
Luxembourg (LU);LU0975278655;Nordea 1 - Chinese Equity Fund - Y - EUR;549300GQXITIWOH3T895;;1989 45 00 886;Nordea 1 - Chinese Equity Fund;2022
Luxembourg (LU);LU1559750911;Nordea 1 - Chinese Equity Fund - Y - SEK;549300GQXITIWOH3T895;;1989 45 00 886;Nordea 1 - Chinese Equity Fund;2022
Luxembourg (LU);LU2028912926;Nordea 1 - Emerging Stars Equity Fund - AC - SEK;549300UFJRQ77N3UYE48;;1989 45 00 886;Nordea 1 - Emerging Stars Equity Fund;2020
Luxembourg (LU);LU0602539198;Nordea 1 - Emerging Stars Equity Fund - AI - EUR;549300UFJRQ77N3UYE48;;1989 45 00 886;Nordea 1 - Emerging Stars Equity Fund;2020
Luxembourg (LU);LU0891675588;Nordea 1 - Emerging Stars Equity Fund - AI - SEK;549300UFJRQ77N3UYE48;;1989 45 00 886;Nordea 1 - Emerging Stars Equity Fund;2020
Luxembourg (LU);LU0994703998;Nordea 1 - Emerging Stars Equity Fund - AP - EUR;549300UFJRQ77N3UYE48;;1989 45 00 886;Nordea 1 - Emerging Stars Equity Fund;2020
Luxembourg (LU);LU0994704376;Nordea 1 - Emerging Stars Equity Fund - AP - USD;549300UFJRQ77N3UYE48;;1989 45 00 886;Nordea 1 - Emerging Stars Equity Fund;2020
Luxembourg (LU);LU0841604316;Nordea 1 - Emerging Stars Equity Fund - BC - EUR;549300UFJRQ77N3UYE48;;1989 45 00 886;Nordea 1 - Emerging Stars Equity Fund;2020
Luxembourg (LU);LU0841603938;Nordea 1 - Emerging Stars Equity Fund - BC - GBP;549300UFJRQ77N3UYE48;;1989 45 00 886;Nordea 1 - Emerging Stars Equity Fund;2020
Luxembourg (LU);LU1936087441;Nordea 1 - Emerging Stars Equity Fund - BC - NOK;549300UFJRQ77N3UYE48;;1989 45 00 886;Nordea 1 - Emerging Stars Equity Fund;2020
Luxembourg (LU);LU1935333705;Nordea 1 - Emerging Stars Equity Fund - BC - SEK;549300UFJRQ77N3UYE48;;1989 45 00 886;Nordea 1 - Emerging Stars Equity Fund;2020
Luxembourg (LU);LU0841605040;Nordea 1 - Emerging Stars Equity Fund - BC - USD;549300UFJRQ77N3UYE48;;1989 45 00 886;Nordea 1 - Emerging Stars Equity Fund;2020
Luxembourg (LU);LU0602539271;Nordea 1 - Emerging Stars Equity Fund - BI - EUR;549300UFJRQ77N3UYE48;;1989 45 00 886;Nordea 1 - Emerging Stars Equity Fund;2020
Luxembourg (LU);LU0772942016;Nordea 1 - Emerging Stars Equity Fund - BI - GBP;549300UFJRQ77N3UYE48;;1989 45 00 886;Nordea 1 - Emerging Stars Equity Fund;2020
Luxembourg (LU);LU0994704459;Nordea 1 - Emerging Stars Equity Fund - BI - NOK;549300UFJRQ77N3UYE48;;1989 45 00 886;Nordea 1 - Emerging Stars Equity Fund;2020
Luxembourg (LU);LU0602539511;Nordea 1 - Emerging Stars Equity Fund - BI - SEK;549300UFJRQ77N3UYE48;;1989 45 00 886;Nordea 1 - Emerging Stars Equity Fund;2020
